Reporting Area,Current MMWR Year,MMWR WEEK,Cumulative YTD Current MMWR Year,Weekly_Importation
Delaware,2024,28,,0
Delaware,2024,29,,0
Delaware,2024,30,,0
Delaware,2024,31,,0
Delaware,2024,32,,0
Delaware,2024,33,,0
Delaware,2024,34,,0
Delaware,2024,35,,0
Delaware,2024,36,,0
Delaware,2024,37,,0
Delaware,2024,38,,0
Delaware,2024,39,,0
Delaware,2024,40,,0
Delaware,2024,41,,0
Delaware,2024,42,,0
Delaware,2024,43,,0
Delaware,2024,44,,0
Delaware,2024,45,,0
Delaware,2024,46,,0
Delaware,2024,47,,0
Delaware,2024,48,,0
Delaware,2024,49,,0
Delaware,2024,50,,0
Delaware,2024,51,,0
Delaware,2024,52,,0
Delaware,2025,1,,0
Delaware,2025,2,,0
Delaware,2025,3,,0
Delaware,2025,4,,0
Delaware,2025,5,,0
Delaware,2025,6,,0
Delaware,2025,7,,0
Delaware,2025,8,,0
Delaware,2025,9,,0
Delaware,2025,10,,0
Delaware,2025,11,,0
Delaware,2025,12,,0
Delaware,2025,13,,0
Delaware,2025,14,,0
Delaware,2025,15,,0
Delaware,2025,16,,0
Delaware,2025,17,,0
Delaware,2025,18,,0
Delaware,2025,19,,0
Delaware,2025,20,,0
Delaware,2025,21,,0
Delaware,2025,22,,0
Delaware,2025,23,,0
Delaware,2025,24,,0
Delaware,2025,25,,0
Delaware,2025,26,,0
Delaware,2025,27,,0
Delaware,2025,28,,0
Delaware,2025,29,,0
Delaware,2025,30,,0
Delaware,2025,31,,0
Delaware,2025,32,,0
Delaware,2025,33,,0
Delaware,2025,34,,0
Delaware,2025,35,,0
Delaware,2025,36,,0
Delaware,2025,37,,0
Delaware,2025,38,,0
District of Columbia,2023,1,,0
District of Columbia,2023,2,,0
District of Columbia,2023,3,,0
District of Columbia,2023,4,,0
District of Columbia,2023,5,,0
District of Columbia,2023,6,,0
District of Columbia,2023,7,,0
District of Columbia,2023,8,,0
District of Columbia,2023,9,,0
District of Columbia,2023,10,,0
District of Columbia,2023,11,,0
District of Columbia,2023,13,,0
District of Columbia,2023,14,,0
District of Columbia,2023,15,,0
District of Columbia,2023,16,,0
District of Columbia,2023,17,,0
District of Columbia,2023,18,,0
District of Columbia,2023,19,,0
District of Columbia,2023,20,,0
District of Columbia,2023,21,,0
District of Columbia,2023,22,,0
District of Columbia,2023,23,,0
District of Columbia,2023,24,,0
District of Columbia,2023,25,,0
District of Columbia,2023,26,,0
District of Columbia,2023,27,,0
District of Columbia,2023,28,,0
District of Columbia,2023,29,,0
District of Columbia,2023,30,,0
District of Columbia,2023,31,,0
District of Columbia,2023,32,,0
District of Columbia,2023,33,,0
District of Columbia,2023,34,1,1
District of Columbia,2023,35,1,0
District of Columbia,2023,36,1,0
District of Columbia,2023,37,1,0
District of Columbia,2023,38,1,0
District of Columbia,2023,39,1,0
District of Columbia,2023,40,1,0
District of Columbia,2023,41,1,0
District of Columbia,2023,42,1,0
District of Columbia,2023,43,1,0
District of Columbia,2023,44,1,0
District of Columbia,2023,45,1,0
District of Columbia,2023,46,1,0
District of Columbia,2023,47,1,0
District of Columbia,2023,48,1,0
District of Columbia,2023,49,1,0
District of Columbia,2023,50,1,0
District of Columbia,2023,51,1,0
District of Columbia,2023,52,1,0
District of Columbia,2024,1,,0
District of Columbia,2024,2,,0
District of Columbia,2024,3,,0
District of Columbia,2024,4,,0
District of Columbia,2024,5,,0
District of Columbia,2024,6,,0
District of Columbia,2024,7,,0
District of Columbia,2024,8,,0
District of Columbia,2024,9,,0
District of Columbia,2024,10,,0
District of Columbia,2024,11,,0
District of Columbia,2024,12,,0
District of Columbia,2024,13,,0
District of Columbia,2024,14,,0
District of Columbia,2024,15,,0
District of Columbia,2024,16,,0
District of Columbia,2024,17,,0
District of Columbia,2024,18,,0
District of Columbia,2024,19,,0
District of Columbia,2024,20,,0
District of Columbia,2024,21,,0
District of Columbia,2024,22,,0
District of Columbia,2024,23,,0
District of Columbia,2024,24,,0
District of Columbia,2024,25,,0
District of Columbia,2024,26,,0
District of Columbia,2024,27,,0
District of Columbia,2024,28,,0
District of Columbia,2024,29,,0
District of Columbia,2024,30,,0
District of Columbia,2024,31,1,1
District of Columbia,2024,32,1,0
District of Columbia,2024,33,1,0
District of Columbia,2024,34,1,0
District of Columbia,2024,35,1,0
District of Columbia,2024,36,1,0
District of Columbia,2024,37,1,0
District of Columbia,2024,38,1,0
District of Columbia,2024,39,1,0
District of Columbia,2024,40,1,0
District of Columbia,2024,41,1,0
District of Columbia,2024,42,1,0
District of Columbia,2024,43,1,0
District of Columbia,2024,44,1,0
District of Columbia,2024,45,1,0
District of Columbia,2024,46,1,0
District of Columbia,2024,47,1,0
District of Columbia,2024,48,1,0
District of Columbia,2024,49,1,0
District of Columbia,2024,50,1,0
District of Columbia,2024,51,1,0
District of Columbia,2024,52,1,0
District of Columbia,2025,1,,0
District of Columbia,2025,2,,0
District of Columbia,2025,3,,0
District of Columbia,2025,4,,0
District of Columbia,2025,5,,0
District of Columbia,2025,6,,0
District of Columbia,2025,7,,0
District of Columbia,2025,8,,0
District of Columbia,2025,9,,0
District of Columbia,2025,10,,0
District of Columbia,2025,11,,0
District of Columbia,2025,12,,0
District of Columbia,2025,13,,0
District of Columbia,2025,14,,0
District of Columbia,2025,15,,0
District of Columbia,2025,16,,0
District of Columbia,2025,17,,0
District of Columbia,2025,18,,0
District of Columbia,2025,19,,0
District of Columbia,2025,20,,0
District of Columbia,2025,21,,0
District of Columbia,2025,22,,0
District of Columbia,2025,23,,0
District of Columbia,2025,24,,0
District of Columbia,2025,25,,0
District of Columbia,2025,26,,0
District of Columbia,2025,27,,0
District of Columbia,2025,28,,0
District of Columbia,2025,29,,0
District of Columbia,2025,30,,0
District of Columbia,2025,31,,0
District of Columbia,2025,32,,0
District of Columbia,2025,33,,0
District of Columbia,2025,34,,0
District of Columbia,2025,35,,0
District of Columbia,2025,36,,0
District of Columbia,2025,37,,0
District of Columbia,2025,38,,0
Florida,2023,1,,0
Florida,2023,2,,0
Florida,2023,3,,0
Florida,2023,4,,0
Florida,2023,5,,0
Florida,2023,6,,0
Florida,2023,7,,0
Florida,2023,8,,0
Florida,2023,9,,0
Florida,2023,10,,0
Florida,2023,11,,0
Florida,2023,13,,0
Florida,2023,14,,0
Florida,2023,15,,0
Florida,2023,16,,0
Florida,2023,17,,0
Florida,2023,18,,0
Florida,2023,19,,0
Florida,2023,20,,0
Florida,2023,21,,0
Florida,2023,22,,0
Florida,2023,23,,0
Florida,2023,24,,0
Florida,2023,25,,0
Florida,2023,26,,0
Florida,2023,27,,0
Florida,2023,28,,0
Florida,2023,29,,0
Florida,2023,30,,0
Florida,2023,31,,0
Florida,2023,32,,0
Florida,2023,33,,0
Florida,2023,34,,0
Florida,2023,35,,0
Florida,2023,36,,0
Florida,2023,37,1,1
Florida,2023,38,1,0
Florida,2023,39,2,1
Florida,2023,40,2,0
Florida,2023,41,2,0
Florida,2023,42,2,0
Florida,2023,43,2,0
Florida,2023,44,2,0
Florida,2023,45,2,0
Florida,2023,46,2,0
Florida,2023,47,2,0
Florida,2023,48,2,0
Florida,2023,49,2,0
Florida,2023,50,2,0
Florida,2023,51,2,0
Florida,2023,52,2,0
Florida,2024,1,,0
Florida,2024,2,,0
Florida,2024,3,,0
Florida,2024,4,,0
Florida,2024,5,,0
Florida,2024,6,,0
Florida,2024,7,,0
Florida,2024,8,,0
Florida,2024,9,,0
Florida,2024,10,,0
Florida,2024,11,,0
Florida,2024,12,1,1
Florida,2024,13,1,0
Florida,2024,14,1,0
Florida,2024,15,2,1
Florida,2024,16,2,0
Florida,2024,17,2,0
Florida,2024,18,2,0
Florida,2024,19,2,0
Florida,2024,20,2,0
Florida,2024,21,2,0
Florida,2024,22,2,0
Florida,2024,23,2,0
Florida,2024,24,2,0
Florida,2024,25,2,0
Florida,2024,26,2,0
Florida,2024,27,2,0
Florida,2024,28,2,0
Florida,2024,29,2,0
Florida,2024,30,2,0
Florida,2024,31,2,0
Florida,2024,32,2,0
Florida,2024,33,2,0
Florida,2024,34,2,0
Florida,2024,35,2,0
Florida,2024,36,2,0
Florida,2024,37,2,0
Florida,2024,38,2,0
Florida,2024,39,2,0
Florida,2024,40,2,0
Florida,2024,41,2,0
Florida,2024,42,2,0
Florida,2024,43,2,0
Florida,2024,44,2,0
Florida,2024,45,2,0
Florida,2024,46,2,0
Florida,2024,47,2,0
Florida,2024,48,2,0
Florida,2024,49,2,0
Florida,2024,50,2,0
Florida,2024,51,2,0
Florida,2024,52,2,0
Florida,2025,1,,0
Florida,2025,2,,0
Florida,2025,3,,0
Florida,2025,4,,0
Florida,2025,5,,0
Florida,2025,6,,0
Florida,2025,7,,0
Florida,2025,8,,0
Florida,2025,9,,0
Florida,2025,10,,0
Florida,2025,11,,0
Florida,2025,12,,0
Florida,2025,13,,0
Florida,2025,14,,0
Florida,2025,15,,0
Florida,2025,16,,0
Florida,2025,17,1,1
Florida,2025,18,1,0
Florida,2025,19,1,0
Florida,2025,20,1,0
Florida,2025,21,1,0
Florida,2025,22,1,0
Florida,2025,23,1,0
Florida,2025,24,1,0
Florida,2025,25,1,0
Florida,2025,26,1,0
Florida,2025,27,1,0
Florida,2025,28,1,0
Florida,2025,29,1,0
Florida,2025,30,1,0
Florida,2025,31,1,0
Florida,2025,32,1,0
Florida,2025,33,1,0
Florida,2025,34,2,1
Florida,2025,35,2,0
Florida,2025,36,2,0
Florida,2025,37,2,0
Florida,2025,38,2,0
Georgia,2023,1,,0
Georgia,2023,2,,0
Georgia,2023,3,,0
Georgia,2023,4,,0
Georgia,2023,5,,0
Georgia,2023,6,,0
Georgia,2023,7,,0
Georgia,2023,8,,0
Georgia,2023,9,,0
Georgia,2023,10,,0
Georgia,2023,11,,0
Georgia,2023,13,,0
Georgia,2023,14,,0
Georgia,2023,15,,0
Georgia,2023,16,,0
Georgia,2023,17,,0
Georgia,2023,18,,0
Georgia,2023,19,,0
Georgia,2023,20,,0
Georgia,2023,21,,0
Georgia,2023,22,,0
Georgia,2023,23,,0
Georgia,2023,24,,0
Georgia,2023,25,,0
Georgia,2023,26,,0
Georgia,2023,27,,0
Georgia,2023,28,,0
Georgia,2023,29,,0
Georgia,2023,30,,0
Georgia,2023,31,,0
Georgia,2023,32,,0
Georgia,2023,33,,0
Georgia,2023,34,,0
Georgia,2023,35,,0
Georgia,2023,36,,0
Georgia,2023,37,,0
Georgia,2023,38,,0
Georgia,2023,39,,0
Georgia,2023,40,,0
Georgia,2023,41,,0
Georgia,2023,42,,0
Georgia,2023,43,,0
Georgia,2023,44,,0
Georgia,2023,45,,0
Georgia,2023,46,,0
Georgia,2023,47,,0
Georgia,2023,48,,0
Georgia,2023,49,,0
Georgia,2023,50,,0
Georgia,2023,51,,0
Georgia,2023,52,,0
Georgia,2024,1,,0
Georgia,2024,2,,0
Georgia,2024,3,,0
Georgia,2024,4,,0
Georgia,2024,5,,0
Georgia,2024,6,,0
Georgia,2024,7,,0
Georgia,2024,8,,0
Georgia,2024,9,,0
Georgia,2024,10,,0
Georgia,2024,11,,0
Georgia,2024,12,,0
Georgia,2024,13,,0
Georgia,2024,14,,0
Georgia,2024,15,,0
Georgia,2024,16,1,1
Georgia,2024,17,1,0
Georgia,2024,18,1,0
Georgia,2024,19,1,0
Georgia,2024,20,1,0
Georgia,2024,21,1,0
Georgia,2024,22,1,0
Georgia,2024,23,1,0
Georgia,2024,24,1,0
Georgia,2024,25,1,0
Georgia,2024,26,1,0
Georgia,2024,27,1,0
Georgia,2024,28,1,0
Georgia,2024,29,1,0
Georgia,2024,30,1,0
Georgia,2024,31,1,0
Georgia,2024,32,1,0
Georgia,2024,33,1,0
Georgia,2024,34,1,0
Georgia,2024,35,1,0
Georgia,2024,36,1,0
Georgia,2024,37,1,0
Georgia,2024,38,1,0
Georgia,2024,39,1,0
Georgia,2024,40,1,0
Georgia,2024,41,1,0
Georgia,2024,42,1,0
Georgia,2024,43,1,0
Georgia,2024,44,1,0
Georgia,2024,45,1,0
Georgia,2024,46,1,0
Georgia,2024,47,1,0
Georgia,2024,48,1,0
Georgia,2024,49,1,0
Georgia,2024,50,1,0
Georgia,2024,51,1,0
Georgia,2024,52,1,0
Georgia,2025,1,,0
Georgia,2025,2,,0
Georgia,2025,3,,0
Georgia,2025,4,,0
Georgia,2025,5,,0
Georgia,2025,6,,0
Georgia,2025,7,,0
Georgia,2025,8,,0
Georgia,2025,9,,0
Georgia,2025,10,,0
Georgia,2025,11,,0
Georgia,2025,12,,0
Georgia,2025,13,,0
Georgia,2025,14,,0
Georgia,2025,15,,0
Georgia,2025,16,,0
Georgia,2025,17,,0
Georgia,2025,18,,0
Georgia,2025,19,,0
Georgia,2025,20,,0
Georgia,2025,21,,0
Georgia,2025,22,,0
Georgia,2025,23,,0
Georgia,2025,24,,0
Georgia,2025,25,,0
Georgia,2025,26,,0
Georgia,2025,27,,0
Georgia,2025,28,,0
Georgia,2025,29,,0
Georgia,2025,30,,0
Georgia,2025,31,,0
Georgia,2025,32,,0
Georgia,2025,33,,0
Georgia,2025,34,,0
Georgia,2025,35,,0
Georgia,2025,36,,0
Georgia,2025,37,,0
Georgia,2025,38,,0
Hawaii,2023,1,,0
Hawaii,2023,2,,0
Hawaii,2023,3,,0
Hawaii,2023,4,,0
Hawaii,2023,5,,0
Hawaii,2023,6,,0
Hawaii,2023,7,,0
Hawaii,2023,8,,0
Hawaii,2023,9,,0
Hawaii,2023,10,,0
Hawaii,2023,11,,0
Hawaii,2023,13,,0
Hawaii,2023,14,,0
Hawaii,2023,15,1,1
Hawaii,2023,16,1,0
Hawaii,2023,17,1,0
Hawaii,2023,18,1,0
Hawaii,2023,19,1,0
Hawaii,2023,20,1,0
Hawaii,2023,21,1,0
Hawaii,2023,22,1,0
Hawaii,2023,23,1,0
Hawaii,2023,24,1,0
Hawaii,2023,25,1,0
Hawaii,2023,26,1,0
Hawaii,2023,27,1,0
Hawaii,2023,28,1,0
Hawaii,2023,29,1,0
Hawaii,2023,30,1,0
Hawaii,2023,31,1,0
Hawaii,2023,32,1,0
Hawaii,2023,33,1,0
Hawaii,2023,34,1,0
Hawaii,2023,35,1,0
Hawaii,2023,36,1,0
Hawaii,2023,37,1,0
Hawaii,2023,38,1,0
Hawaii,2023,39,1,0
Hawaii,2023,40,1,0
Hawaii,2023,41,1,0
Hawaii,2023,42,1,0
Hawaii,2023,43,1,0
Hawaii,2023,44,1,0
Hawaii,2023,45,1,0
Hawaii,2023,46,1,0
Hawaii,2023,47,1,0
Hawaii,2023,48,1,0
Hawaii,2023,49,1,0
Hawaii,2023,50,1,0
Hawaii,2023,51,1,0
Hawaii,2023,52,1,0
Hawaii,2024,1,,0
Hawaii,2024,2,,0
Hawaii,2024,3,,0
Hawaii,2024,4,,0
Hawaii,2024,5,,0
Hawaii,2024,6,,0
Hawaii,2024,7,,0
Hawaii,2024,8,,0
Hawaii,2024,9,,0
Hawaii,2024,10,,0
Hawaii,2024,11,,0
Hawaii,2024,12,,0
Hawaii,2024,13,,0
Hawaii,2024,14,,0
Hawaii,2024,15,,0
Hawaii,2024,16,,0
Hawaii,2024,17,,0
Hawaii,2024,18,,0
Hawaii,2024,19,,0
Hawaii,2024,20,,0
Hawaii,2024,21,,0
Hawaii,2024,22,,0
Hawaii,2024,23,,0
Hawaii,2024,24,,0
Hawaii,2024,25,,0
Hawaii,2024,26,,0
Hawaii,2024,27,,0
Hawaii,2024,28,,0
Hawaii,2024,29,,0
Hawaii,2024,30,,0
Hawaii,2024,31,,0
Hawaii,2024,32,,0
Hawaii,2024,33,,0
Hawaii,2024,34,,0
Hawaii,2024,35,,0
Hawaii,2024,36,,0
Hawaii,2024,37,,0
Hawaii,2024,38,,0
Hawaii,2024,39,,0
Hawaii,2024,40,,0
Hawaii,2024,41,,0
Hawaii,2024,42,,0
Hawaii,2024,43,,0
Hawaii,2024,44,,0
Hawaii,2024,45,,0
Hawaii,2024,46,,0
Hawaii,2024,47,,0
Hawaii,2024,48,,0
Hawaii,2024,49,,0
Hawaii,2024,50,,0
Hawaii,2024,51,,0
Hawaii,2024,52,,0
Hawaii,2025,1,,0
Hawaii,2025,2,,0
Hawaii,2025,3,,0
Hawaii,2025,4,,0
Hawaii,2025,5,,0
Hawaii,2025,6,,0
Hawaii,2025,7,,0
Hawaii,2025,8,,0
Hawaii,2025,9,,0
Hawaii,2025,10,,0
Hawaii,2025,11,,0
Hawaii,2025,12,,0
Hawaii,2025,13,,0
Hawaii,2025,14,,0
Hawaii,2025,15,,0
Hawaii,2025,16,,0
Hawaii,2025,17,1,1
Hawaii,2025,18,2,1
Hawaii,2025,19,2,0
Hawaii,2025,20,2,0
Hawaii,2025,21,2,0
Hawaii,2025,22,2,0
Hawaii,2025,23,2,0
Hawaii,2025,24,2,0
Hawaii,2025,25,2,0
Hawaii,2025,26,2,0
Hawaii,2025,27,2,0
Hawaii,2025,28,2,0
Hawaii,2025,29,2,0
Hawaii,2025,30,2,0
Hawaii,2025,31,2,0
Hawaii,2025,32,2,0
Hawaii,2025,33,2,0
Hawaii,2025,34,2,0
Hawaii,2025,35,2,0
Hawaii,2025,36,2,0
Hawaii,2025,37,2,0
Hawaii,2025,38,2,0
Idaho,2023,1,,0
Idaho,2023,2,,0
Idaho,2023,3,,0
Idaho,2023,4,,0
Idaho,2023,5,,0
Idaho,2023,6,,0
Idaho,2023,7,,0
Idaho,2023,8,,0
Idaho,2023,9,,0
Idaho,2023,10,,0
Idaho,2023,11,,0
Idaho,2023,13,,0
Idaho,2023,14,,0
Idaho,2023,15,,0
Idaho,2023,16,,0
Idaho,2023,17,,0
Idaho,2023,18,,0
Idaho,2023,19,,0
Idaho,2023,20,,0
Idaho,2023,21,,0
Idaho,2023,22,,0
Idaho,2023,23,,0
Idaho,2023,24,,0
Idaho,2023,25,,0
Idaho,2023,26,,0
Idaho,2023,27,,0
Idaho,2023,28,,0
Idaho,2023,29,,0
Idaho,2023,30,,0
Idaho,2023,31,,0
Idaho,2023,32,,0
Idaho,2023,33,,0
Idaho,2023,34,,0
Idaho,2023,35,,0
Idaho,2023,36,,0
Idaho,2023,37,,0
Idaho,2023,38,,0
Idaho,2023,39,,0
Idaho,2023,40,,0
Idaho,2023,41,,0
Idaho,2023,42,,0
Idaho,2023,43,,0
Idaho,2023,44,,0
Idaho,2023,45,1,1
Idaho,2023,46,1,0
Idaho,2023,47,1,0
Idaho,2023,48,1,0
Idaho,2023,49,1,0
Idaho,2023,50,1,0
Idaho,2023,51,1,0
Idaho,2023,52,1,0
Idaho,2024,1,,0
Idaho,2024,2,,0
Idaho,2024,3,,0
Idaho,2024,4,,0
Idaho,2024,5,,0
Idaho,2024,6,,0
Idaho,2024,7,,0
Idaho,2024,8,,0
Idaho,2024,9,,0
Idaho,2024,10,,0
Idaho,2024,11,,0
Idaho,2024,12,,0
Idaho,2024,13,,0
Idaho,2024,14,,0
Idaho,2024,15,,0
Idaho,2024,16,,0
Idaho,2024,17,,0
Idaho,2024,18,,0
Idaho,2024,19,,0
Idaho,2024,20,,0
Idaho,2024,21,,0
Idaho,2024,22,,0
Idaho,2024,23,,0
Idaho,2024,24,,0
Idaho,2024,25,,0
Idaho,2024,26,,0
Idaho,2024,27,,0
Idaho,2024,28,,0
Idaho,2024,29,,0
Idaho,2024,30,,0
Idaho,2024,31,,0
Idaho,2024,32,,0
Idaho,2024,33,,0
Idaho,2024,34,,0
Idaho,2024,35,,0
Idaho,2024,36,,0
Idaho,2024,37,,0
Idaho,2024,38,,0
Idaho,2024,39,,0
Idaho,2024,40,,0
Idaho,2024,41,,0
Idaho,2024,42,,0
Idaho,2024,43,,0
Idaho,2024,44,,0
Idaho,2024,45,,0
Idaho,2024,46,,0
Idaho,2024,47,,0
Idaho,2024,48,,0
Idaho,2024,49,,0
Idaho,2024,50,,0
Idaho,2024,51,,0
Idaho,2024,52,,0
Idaho,2025,1,,0
Idaho,2025,2,,0
Idaho,2025,3,,0
Idaho,2025,4,,0
Idaho,2025,5,,0
Idaho,2025,6,,0
Idaho,2025,7,,0
Idaho,2025,8,,0
Idaho,2025,9,,0
Idaho,2025,10,,0
Idaho,2025,11,,0
Idaho,2025,12,,0
Idaho,2025,13,,0
Idaho,2025,14,,0
Idaho,2025,15,,0
Idaho,2025,16,,0
Idaho,2025,17,,0
Idaho,2025,18,,0
Idaho,2025,19,,0
Idaho,2025,20,,0
Idaho,2025,21,,0
Idaho,2025,22,,0
Idaho,2025,23,,0
Idaho,2025,24,,0
Idaho,2025,25,,0
Idaho,2025,26,,0
Idaho,2025,27,,0
Idaho,2025,28,,0
Idaho,2025,29,,0
Idaho,2025,30,,0
Idaho,2025,31,,0
Idaho,2025,32,,0
Idaho,2025,33,,0
Idaho,2025,34,,0
Idaho,2025,35,1,1
Idaho,2025,36,1,0
Idaho,2025,37,1,0
Idaho,2025,38,1,0
Illinois,2023,1,,0
Illinois,2023,2,,0
Illinois,2023,3,,0
Illinois,2023,4,,0
Illinois,2023,5,,0
Illinois,2023,6,,0
Illinois,2023,7,,0
Illinois,2023,8,,0
Illinois,2023,9,,0
Illinois,2023,10,,0
Illinois,2023,11,,0
Illinois,2023,13,,0
Illinois,2023,14,,0
Illinois,2023,15,,0
Illinois,2023,16,,0
Illinois,2023,17,,0
Illinois,2023,18,,0
Illinois,2023,19,,0
Illinois,2023,20,,0
Illinois,2023,21,,0
Illinois,2023,22,,0
Illinois,2023,23,,0
Illinois,2023,24,,0
Illinois,2023,25,,0
Illinois,2023,26,,0
Illinois,2023,27,,0
Illinois,2023,28,,0
Illinois,2023,29,,0
Illinois,2023,30,,0
Illinois,2023,31,,0
Illinois,2023,32,,0
Illinois,2023,33,,0
Illinois,2023,34,,0
Illinois,2023,35,,0
Illinois,2023,36,,0
Illinois,2023,37,,0
Illinois,2023,38,,0
Illinois,2023,39,,0
Illinois,2023,40,,0
Illinois,2023,41,,0
Illinois,2023,42,,0
Illinois,2023,43,,0
Illinois,2023,44,,0
Illinois,2023,45,,0
Illinois,2023,46,,0
Illinois,2023,47,,0
Illinois,2023,48,1,1
Illinois,2023,49,1,0
Illinois,2023,50,1,0
Illinois,2023,51,1,0
Illinois,2023,52,1,0
Illinois,2024,1,,0
Illinois,2024,2,,0
Illinois,2024,3,,0
Illinois,2024,4,,0
Illinois,2024,5,,0
Illinois,2024,6,,0
Illinois,2024,7,,0
Illinois,2024,8,,0
Illinois,2024,9,,0
Illinois,2024,10,,0
Illinois,2024,11,,0
Illinois,2024,12,,0
Illinois,2024,13,,0
Illinois,2024,14,,0
Illinois,2024,15,,0
Illinois,2024,16,,0
Illinois,2024,17,,0
Illinois,2024,18,,0
Illinois,2024,19,,0
Illinois,2024,20,,0
Illinois,2024,21,,0
Illinois,2024,22,,0
Illinois,2024,23,,0
Illinois,2024,24,,0
Illinois,2024,25,,0
Illinois,2024,26,,0
Illinois,2024,27,,0
Illinois,2024,28,,0
Illinois,2024,29,,0
Illinois,2024,30,,0
Illinois,2024,31,,0
Illinois,2024,32,,0
Illinois,2024,33,,0
Illinois,2024,34,,0
Illinois,2024,35,,0
Illinois,2024,36,,0
Illinois,2024,37,,0
Illinois,2024,38,,0
Illinois,2024,39,,0
Illinois,2024,40,,0
Illinois,2024,41,,0
Illinois,2024,42,,0
Illinois,2024,43,,0
Illinois,2024,44,,0
Illinois,2024,45,,0
Illinois,2024,46,,0
Illinois,2024,47,,0
Illinois,2024,48,,0
Illinois,2024,49,,0
Illinois,2024,50,,0
Illinois,2024,51,,0
Illinois,2024,52,,0
Illinois,2025,1,,0
Illinois,2025,2,,0
Illinois,2025,3,,0
Illinois,2025,4,,0
Illinois,2025,5,,0
Illinois,2025,6,,0
Illinois,2025,7,,0
Illinois,2025,8,,0
Illinois,2025,9,,0
Illinois,2025,10,,0
Illinois,2025,11,,0
Illinois,2025,12,,0
Illinois,2025,13,,0
Illinois,2025,14,,0
Illinois,2025,15,,0
Illinois,2025,16,,0
Illinois,2025,17,,0
Illinois,2025,18,,0
Illinois,2025,19,1,1
Illinois,2025,20,1,0
Illinois,2025,21,1,0
Illinois,2025,22,1,0
Illinois,2025,23,1,0
Illinois,2025,24,1,0
Illinois,2025,25,1,0
Illinois,2025,26,1,0
Illinois,2025,27,1,0
Illinois,2025,28,1,0
Illinois,2025,29,1,0
Illinois,2025,30,1,0
Illinois,2025,31,1,0
Illinois,2025,32,1,0
Illinois,2025,33,1,0
Illinois,2025,34,1,0
Illinois,2025,35,1,0
Illinois,2025,36,1,0
Illinois,2025,37,1,0
Illinois,2025,38,1,0
Indiana,2023,1,,0
Indiana,2023,2,,0
Indiana,2023,3,,0
Indiana,2023,4,,0
Indiana,2023,5,,0
Indiana,2023,6,,0
Indiana,2023,7,,0
Indiana,2023,8,,0
Indiana,2023,9,,0
Indiana,2023,10,,0
Indiana,2023,11,,0
Indiana,2023,13,,0
Indiana,2023,14,,0
Indiana,2023,15,,0
Indiana,2023,16,,0
Indiana,2023,17,,0
Indiana,2023,18,,0
Indiana,2023,19,,0
Indiana,2023,20,,0
Indiana,2023,21,,0
Indiana,2023,22,,0
Indiana,2023,23,,0
Indiana,2023,24,,0
Indiana,2023,25,,0
Indiana,2023,26,,0
Indiana,2023,27,,0
Indiana,2023,28,,0
Indiana,2023,29,,0
Indiana,2023,30,,0
Indiana,2023,31,,0
Indiana,2023,32,,0
Indiana,2023,33,,0
Indiana,2023,34,,0
Indiana,2023,35,,0
Indiana,2023,36,,0
Indiana,2023,37,,0
Indiana,2023,38,,0
Indiana,2023,39,,0
Indiana,2023,40,,0
Indiana,2023,41,,0
Indiana,2023,42,,0
Indiana,2023,43,,0
Indiana,2023,44,,0
Indiana,2023,45,,0
Indiana,2023,46,,0
Indiana,2023,47,,0
Indiana,2023,48,,0
Indiana,2023,49,,0
Indiana,2023,50,,0
Indiana,2023,51,,0
Indiana,2023,52,,0
Indiana,2024,1,,0
Indiana,2024,2,,0
Indiana,2024,3,,0
Indiana,2024,4,,0
Indiana,2024,5,,0
Indiana,2024,6,,0
Indiana,2024,7,,0
Indiana,2024,8,,0
Indiana,2024,9,,0
Indiana,2024,10,,0
Indiana,2024,11,,0
Indiana,2024,12,,0
Indiana,2024,13,,0
Indiana,2024,14,,0
Indiana,2024,15,,0
Indiana,2024,16,,0
Indiana,2024,17,,0
Indiana,2024,18,,0
Indiana,2024,19,,0
Indiana,2024,20,,0
Indiana,2024,21,,0
Indiana,2024,22,,0
Indiana,2024,23,,0
Indiana,2024,24,,0
Indiana,2024,25,,0
Indiana,2024,26,,0
Indiana,2024,27,,0
Indiana,2024,28,,0
Indiana,2024,29,,0
Indiana,2024,30,,0
Indiana,2024,31,,0
Indiana,2024,32,,0
Indiana,2024,33,,0
Indiana,2024,34,,0
Indiana,2024,35,,0
Indiana,2024,36,,0
Indiana,2024,37,,0
Indiana,2024,38,,0
Indiana,2024,39,,0
Indiana,2024,40,,0
Indiana,2024,41,,0
Indiana,2024,42,,0
Indiana,2024,43,,0
Indiana,2024,44,,0
Indiana,2024,45,,0
Indiana,2024,46,,0
Indiana,2024,47,,0
Indiana,2024,48,,0
Indiana,2024,49,,0
Indiana,2024,50,,0
Indiana,2024,51,,0
Indiana,2024,52,,0
Indiana,2025,1,,0
Indiana,2025,2,,0
Indiana,2025,3,,0
Indiana,2025,4,,0
Indiana,2025,5,,0
Indiana,2025,6,,0
Indiana,2025,7,,0
Indiana,2025,8,,0
Indiana,2025,9,,0
Indiana,2025,10,,0
Indiana,2025,11,,0
Indiana,2025,12,,0
Indiana,2025,13,,0
Indiana,2025,14,,0
Indiana,2025,15,,0
Indiana,2025,16,,0
Indiana,2025,17,,0
Indiana,2025,18,1,1
Indiana,2025,19,1,0
